X_id,Event_Unique_Id,Occurrence_year,Division,Homicide_Type,Occurrence_Date,Hood_ID,Neighbourhood,ObjectId,geometry
580,1673447,2006,D31,Stabbing,2006-04-20T00:00:00,26,Downsview-Roding-CFB (26),580,"{'type': 'MultiPoint', 'coordinates': [[-79.47211694, 43.73038403]]}"
581,1636602,2006,D33,Stabbing,2006-04-26T00:00:00,47,Don Valley Village (47),581,"{'type': 'MultiPoint', 'coordinates': [[-79.34428001, 43.78097583]]}"
582,1473434,2006,D54,Shooting,2006-04-29T00:00:00,44,Flemingdon Park (44),582,"{'type': 'MultiPoint', 'coordinates': [[-79.32848978, 43.71903099]]}"
583,1686110,2006,D22,Stabbing,2006-04-29T00:00:00,18,New Toronto (18),583,"{'type': 'MultiPoint', 'coordinates': [[-79.50886163, 43.60153841]]}"
584,1439616,2006,D54,Stabbing,2006-05-02T00:00:00,65,Greenwood-Coxwell (65),584,"{'type': 'MultiPoint', 'coordinates': [[-79.32359895, 43.68336554]]}"
585,1506152,2006,D52,Stabbing,2006-05-15T00:00:00,78,Kensington-Chinatown (78),585,"{'type': 'MultiPoint', 'coordinates': [[-79.39339759, 43.65276389]]}"
586,1714664,2006,D54,Other,2006-05-17T00:00:00,61,Taylor-Massey (61),586,"{'type': 'MultiPoint', 'coordinates': [[-79.29368242, 43.69258698]]}"
587,1470621,2006,D54,Stabbing,2006-11-05T01:00:00,54,O'Connor-Parkview (54),587,"{'type': 'MultiPoint', 'coordinates': [[-79.30489867, 43.71598673]]}"
588,1465047,2006,D13,Other,2006-05-26T00:00:00,106,Humewood-Cedarvale (106),588,"{'type': 'MultiPoint', 'coordinates': [[-79.42083062, 43.68619468]]}"
589,1630473,2006,D43,Shooting,2006-05-28T00:00:00,137,Woburn (137),589,"{'type': 'MultiPoint', 'coordinates': [[-79.21564208, 43.76057179]]}"
590,1441432,2006,D12,Shooting,2006-06-03T00:00:00,113,Weston (113),590,"{'type': 'MultiPoint', 'coordinates': [[-79.50654333, 43.69564416]]}"
591,1677509,2006,D31,Stabbing,2006-06-03T00:00:00,26,Downsview-Roding-CFB (26),591,"{'type': 'MultiPoint', 'coordinates': [[-79.48595958, 43.74286798]]}"
592,1433643,2006,D31,Shooting,2006-06-12T00:00:00,28,Rustic (28),592,"{'type': 'MultiPoint', 'coordinates': [[-79.50227042, 43.71654549]]}"
593,1269372,2006,D12,Stabbing,2006-06-13T00:00:00,115,Mount Dennis (115),593,"{'type': 'MultiPoint', 'coordinates': [[-79.49087817, 43.6875723]]}"
594,1556233,2006,D31,Stabbing,2006-06-22T00:00:00,26,Downsview-Roding-CFB (26),594,"{'type': 'MultiPoint', 'coordinates': [[-79.50811877, 43.71907849]]}"
595,1523520,2006,D42,Shooting,2006-06-23T00:00:00,132,Malvern (132),595,"{'type': 'MultiPoint', 'coordinates': [[-79.22444127, 43.80250536]]}"
596,1712933,2006,D51,Other,2006-06-23T00:00:00,75,Church-Yonge Corridor (75),596,"{'type': 'MultiPoint', 'coordinates': [[-79.38132262, 43.6667026]]}"
597,1614702,2006,D51,Shooting,2006-06-26T00:00:00,77,Waterfront Communities-The Island (77),597,"{'type': 'MultiPoint', 'coordinates': [[-79.36851255, 43.64728251]]}"
598,1463143,2006,D12,Shooting,2006-07-02T00:00:00,90,Junction Area (90),598,"{'type': 'MultiPoint', 'coordinates': [[-79.4740376, 43.67889965]]}"
599,1436777,2006,D22,Shooting,2006-07-05T00:00:00,20,Alderwood (20),599,"{'type': 'MultiPoint', 'coordinates': [[-79.54482023, 43.60085066]]}"
600,1680741,2006,D51,Shooting,2006-07-11T00:00:00,75,Church-Yonge Corridor (75),600,"{'type': 'MultiPoint', 'coordinates': [[-79.37583535, 43.65495451]]}"
601,1789165,2006,D42,Shooting,2006-07-12T00:00:00,131,Rouge (131),601,"{'type': 'MultiPoint', 'coordinates': [[-79.22641494, 43.82981059]]}"
602,1482034,2006,D12,Shooting,2006-07-12T00:00:00,115,Mount Dennis (115),602,"{'type': 'MultiPoint', 'coordinates': [[-79.49198187, 43.6879238]]}"
603,1720929,2006,D23,Stabbing,2006-07-14T00:00:00,1,West Humber-Clairville (1),603,"{'type': 'MultiPoint', 'coordinates': [[-79.59204832, 43.73218217]]}"
604,1753633,2006,D54,Stabbing,2006-07-15T00:00:00,54,O'Connor-Parkview (54),604,"{'type': 'MultiPoint', 'coordinates': [[-79.31058473, 43.71380448]]}"
605,1436568,2006,D52,Shooting,2006-07-17T00:00:00,54,O'Connor-Parkview (54),605,"{'type': 'MultiPoint', 'coordinates': [[-79.31058473, 43.71380448]]}"
606,1558823,2006,D54,Other,2006-06-02T00:00:00,66,Danforth (66),606,"{'type': 'MultiPoint', 'coordinates': [[-79.33267576, 43.68227617]]}"
607,1436461,2006,D42,Other,2006-07-27T00:00:00,132,Malvern (132),607,"{'type': 'MultiPoint', 'coordinates': [[-79.21555349, 43.80779799]]}"
608,1684861,2006,D11,Other,2006-08-05T00:00:00,85,South Parkdale (85),608,"{'type': 'MultiPoint', 'coordinates': [[-79.43657354, 43.63873271]]}"
609,1467979,2006,D52,Stabbing,2006-09-11T00:00:00,76,Bay Street Corridor (76),609,"{'type': 'MultiPoint', 'coordinates': [[-79.38207764, 43.65909609]]}"
610,1467979,2006,D52,Stabbing,2006-09-11T00:00:00,76,Bay Street Corridor (76),610,"{'type': 'MultiPoint', 'coordinates': [[-79.38207764, 43.65909609]]}"
611,1442534,2006,D42,Shooting,2006-09-14T00:00:00,117,L'Amoreaux (117),611,"{'type': 'MultiPoint', 'coordinates': [[-79.30101856, 43.80230181]]}"
612,1825448,2006,D43,Other,2006-09-17T00:00:00,137,Woburn (137),612,"{'type': 'MultiPoint', 'coordinates': [[-79.24032385, 43.77045985]]}"
613,1873074,2006,D14,Shooting,2006-09-17T00:00:00,85,South Parkdale (85),613,"{'type': 'MultiPoint', 'coordinates': [[-79.42909632, 43.63858236]]}"
614,1859866,2006,D42,Stabbing,2006-09-17T00:00:00,116,Steeles (116),614,"{'type': 'MultiPoint', 'coordinates': [[-79.32559801, 43.8073646]]}"
615,1696275,2006,D41,Other,2006-09-21T00:00:00,122,Birchcliffe-Cliffside (122),615,"{'type': 'MultiPoint', 'coordinates': [[-79.2564199, 43.71017395]]}"
616,1448580,2006,D51,Other,2006-09-22T00:00:00,75,Church-Yonge Corridor (75),616,"{'type': 'MultiPoint', 'coordinates': [[-79.38159626, 43.66440307]]}"
617,1710058,2006,D31,Shooting,2006-09-25T00:00:00,21,Humber Summit (21),617,"{'type': 'MultiPoint', 'coordinates': [[-79.56906415, 43.75905627]]}"
618,1905589,2006,D54,Shooting,2006-10-09T00:00:00,43,Victoria Village (43),618,"{'type': 'MultiPoint', 'coordinates': [[-79.30442807, 43.71890684]]}"
619,1696286,2006,D41,Other,2006-10-17T00:00:00,119,Wexford/Maryvale (119),619,"{'type': 'MultiPoint', 'coordinates': [[-79.3004441, 43.72794175]]}"
620,1603174,2006,D43,Stabbing,2006-10-21T00:00:00,135,Morningside (135),620,"{'type': 'MultiPoint', 'coordinates': [[-79.19431473, 43.78927557]]}"
621,1877732,2006,D22,Other,2006-10-27T00:00:00,16,Stonegate-Queensway (16),621,"{'type': 'MultiPoint', 'coordinates': [[-79.49623012, 43.62773536]]}"
622,1855834,2006,D51,Stabbing,2006-10-11T00:00:00,71,Cabbagetown-South St.James Town (71),622,"{'type': 'MultiPoint', 'coordinates': [[-79.3641184, 43.66609313]]}"
623,2399394,2008,D12,Shooting,2008-06-15T00:00:00,111,Rockcliffe-Smythe (111),623,"{'type': 'MultiPoint', 'coordinates': [[-79.49371753, 43.67167327]]}"
624,1470621,2006,D54,Stabbing,2006-11-05T01:00:00,54,O'Connor-Parkview (54),624,"{'type': 'MultiPoint', 'coordinates': [[-79.30489867, 43.71598673]]}"
625,2810109,2008,D41,Other,2008-06-23T00:00:00,120,Clairlea-Birchmount (120),625,"{'type': 'MultiPoint', 'coordinates': [[-79.28668911, 43.70008354]]}"
626,1448992,2006,D42,Shooting,2006-11-14T00:00:00,132,Malvern (132),626,"{'type': 'MultiPoint', 'coordinates': [[-79.22864719, 43.80938762]]}"
627,2368814,2008,D54,Other,2008-06-22T00:00:00,54,O'Connor-Parkview (54),627,"{'type': 'MultiPoint', 'coordinates': [[-79.29727315, 43.696524]]}"
628,1945800,2006,D11,Other,2006-11-25T00:00:00,114,Lambton Baby Point (114),628,"{'type': 'MultiPoint', 'coordinates': [[-79.4844447, 43.64933139]]}"
629,2862776,2008,D41,Shooting,2008-07-09T00:00:00,119,Wexford/Maryvale (119),629,"{'type': 'MultiPoint', 'coordinates': [[-79.31122683, 43.75088627]]}"
630,1796411,2006,D14,Shooting,2006-12-03T00:00:00,77,Waterfront Communities-The Island (77),630,"{'type': 'MultiPoint', 'coordinates': [[-79.39388892, 43.64273773]]}"
631,2906096,2008,D53,Stabbing,2008-07-14T00:00:00,97,Yonge-St.Clair (97),631,"{'type': 'MultiPoint', 'coordinates': [[-79.39456317, 43.68921711]]}"
632,1462848,2006,D42,Other,2006-12-03T00:00:00,132,Malvern (132),632,"{'type': 'MultiPoint', 'coordinates': [[-79.19709423, 43.79676765]]}"
633,2517552,2008,D43,Shooting,2008-07-17T00:00:00,135,Morningside (135),633,"{'type': 'MultiPoint', 'coordinates': [[-79.1953916, 43.78482868]]}"
634,GO-20172060242,2017,D12,Stabbing,2017-11-14T00:00:00,113,Weston (113),634,"{'type': 'MultiPoint', 'coordinates': [[-79.51936568, 43.70104075]]}"
635,1451923,2006,D51,Other,2006-12-20T00:00:00,72,Regent Park (72),635,"{'type': 'MultiPoint', 'coordinates': [[-79.35864726, 43.66241529]]}"
636,1501929,2006,D14,Shooting,2006-12-25T00:00:00,85,South Parkdale (85),636,"{'type': 'MultiPoint', 'coordinates': [[-79.42733544, 43.63896]]}"
637,1490523,2006,D23,Stabbing,2006-12-26T00:00:00,1,West Humber-Clairville (1),637,"{'type': 'MultiPoint', 'coordinates': [[-79.57343537, 43.72575202]]}"
638,1932560,2006,D31,Shooting,2006-12-27T00:00:00,24,Black Creek (24),638,"{'type': 'MultiPoint', 'coordinates': [[-79.5187813, 43.7619181]]}"
639,1904938,2006,D22,Other,2006-10-06T00:00:00,14,Islington-City Centre West (14),639,"{'type': 'MultiPoint', 'coordinates': [[-79.56010921, 43.6473971]]}"
640,1875060,2007,D42,Shooting,2007-01-01T00:00:00,132,Malvern (132),640,"{'type': 'MultiPoint', 'coordinates': [[-79.2281779, 43.79999192]]}"
641,1763040,2007,D54,Shooting,2007-01-11T00:00:00,44,Flemingdon Park (44),641,"{'type': 'MultiPoint', 'coordinates': [[-79.32445636, 43.71236391]]}"
642,1441479,2007,D12,Other,2007-01-11T00:00:00,113,Weston (113),642,"{'type': 'MultiPoint', 'coordinates': [[-79.51532571, 43.69982144]]}"
643,1993783,2007,D42,Shooting,2007-01-14T00:00:00,128,Agincourt South-Malvern West (128),643,"{'type': 'MultiPoint', 'coordinates': [[-79.26540079, 43.78103935]]}"
644,1492036,2007,D12,Stabbing,2007-01-20T00:00:00,111,Rockcliffe-Smythe (111),644,"{'type': 'MultiPoint', 'coordinates': [[-79.47773655, 43.67801895]]}"
645,1925141,2007,D43,Shooting,2007-02-04T00:00:00,123,Cliffcrest (123),645,"{'type': 'MultiPoint', 'coordinates': [[-79.22786781, 43.72243624]]}"
646,1896894,2007,D31,Stabbing,2007-02-14T00:00:00,26,Downsview-Roding-CFB (26),646,"{'type': 'MultiPoint', 'coordinates': [[-79.51316419, 43.72551677]]}"
647,2061133,2007,D41,Stabbing,2007-03-09T00:00:00,120,Clairlea-Birchmount (120),647,"{'type': 'MultiPoint', 'coordinates': [[-79.29142356, 43.72699591]]}"
648,2065992,2007,D31,Shooting,2007-03-15T00:00:00,22,Humbermede (22),648,"{'type': 'MultiPoint', 'coordinates': [[-79.54833253, 43.74877881]]}"
649,1564750,2007,D13,Shooting,2007-03-17T00:00:00,107,Oakwood Village (107),649,"{'type': 'MultiPoint', 'coordinates': [[-79.44080538, 43.69265471]]}"
650,1438873,2007,D32,Other,2007-03-28T00:00:00,51,Willowdale East (51),650,"{'type': 'MultiPoint', 'coordinates': [[-79.41227445, 43.78047607]]}"
651,2090220,2007,D31,Stabbing,2007-04-02T00:00:00,25,Glenfield-Jane Heights (25),651,"{'type': 'MultiPoint', 'coordinates': [[-79.51665231, 43.75185692]]}"
652,2072766,2007,D51,Shooting,2007-04-04T00:00:00,71,Cabbagetown-South St.James Town (71),652,"{'type': 'MultiPoint', 'coordinates': [[-79.36952193, 43.66817448]]}"
653,1447527,2007,D22,Shooting,2007-04-05T00:00:00,2,Mount Olive-Silverstone-Jamestown (2),653,"{'type': 'MultiPoint', 'coordinates': [[-79.58705964, 43.75362093]]}"
654,1606685,2007,D43,Other,2007-04-06T00:00:00,137,Woburn (137),654,"{'type': 'MultiPoint', 'coordinates': [[-79.22909022, 43.76100951]]}"
655,2086798,2007,D32,Stabbing,2007-04-09T00:00:00,33,Clanton Park (33),655,"{'type': 'MultiPoint', 'coordinates': [[-79.44049289, 43.75512241]]}"
656,1842715,2007,D43,Shooting,2007-04-12T00:00:00,70,South Riverdale (70),656,"{'type': 'MultiPoint', 'coordinates': [[-79.35429893, 43.66504781]]}"
657,2003231,2007,D41,Stabbing,2007-04-13T00:00:00,124,Kennedy Park (124),657,"{'type': 'MultiPoint', 'coordinates': [[-79.26325026, 43.73333453]]}"
658,2178693,2007,D31,Shooting,2007-04-21T00:00:00,26,Downsview-Roding-CFB (26),658,"{'type': 'MultiPoint', 'coordinates': [[-79.5276421, 43.7166963]]}"
659,2021610,2007,D54,Stabbing,2007-04-22T00:00:00,68,North Riverdale (68),659,"{'type': 'MultiPoint', 'coordinates': [[-79.35070987, 43.67779387]]}"
660,1971014,2007,D51,Other,2007-04-29T00:00:00,76,Bay Street Corridor (76),660,"{'type': 'MultiPoint', 'coordinates': [[-79.38674812, 43.67022634]]}"
661,2198590,2007,D42,Shooting,2007-05-09T00:00:00,131,Rouge (131),661,"{'type': 'MultiPoint', 'coordinates': [[-79.17945633, 43.80427664]]}"
662,2226769,2007,D23,Other,2007-05-14T00:00:00,5,Elms-Old Rexdale (5),662,"{'type': 'MultiPoint', 'coordinates': [[-79.55204935, 43.7267404]]}"
663,2163954,2007,D53,Shooting,2007-05-18T00:00:00,99,Mount Pleasant East (99),663,"{'type': 'MultiPoint', 'coordinates': [[-79.38883839, 43.70865511]]}"
664,2044021,2007,D31,Shooting,2007-05-21T00:00:00,22,Humbermede (22),664,"{'type': 'MultiPoint', 'coordinates': [[-79.54009233, 43.74179496]]}"
665,1902458,2007,D31,Shooting,2007-05-23T00:00:00,42,Banbury-Don Mills (42),665,"{'type': 'MultiPoint', 'coordinates': [[-79.34952647, 43.75179733]]}"
666,2151831,2007,D14,Shooting,2007-05-20T00:00:00,78,Kensington-Chinatown (78),666,"{'type': 'MultiPoint', 'coordinates': [[-79.40127221, 43.64967221]]}"
667,2226684,2007,D55,Other,2007-05-26T00:00:00,77,Waterfront Communities-The Island (77),667,"{'type': 'MultiPoint', 'coordinates': [[-79.3627004, 43.65156829]]}"
668,2243955,2007,D33,Stabbing,2007-06-05T00:00:00,45,Parkwoods-Donalda (45),668,"{'type': 'MultiPoint', 'coordinates': [[-79.31866636, 43.75992449]]}"
669,2066379,2007,D23,Shooting,2007-06-09T00:00:00,2,Mount Olive-Silverstone-Jamestown (2),669,"{'type': 'MultiPoint', 'coordinates': [[-79.57827059, 43.7355062]]}"
670,2055785,2007,D14,Other,2007-05-30T00:00:00,78,Kensington-Chinatown (78),670,"{'type': 'MultiPoint', 'coordinates': [[-79.39801041, 43.65294362]]}"
671,2127704,2007,D13,Other,2007-06-17T00:00:00,109,Caledonia-Fairbank (109),671,"{'type': 'MultiPoint', 'coordinates': [[-79.45923368, 43.68928292]]}"
672,2149719,2007,D43,Other,2007-05-08T00:00:00,135,Morningside (135),672,"{'type': 'MultiPoint', 'coordinates': [[-79.2049343, 43.78259962]]}"
673,2064605,2007,D42,Stabbing,2007-06-25T00:00:00,131,Rouge (131),673,"{'type': 'MultiPoint', 'coordinates': [[-79.21787789, 43.82286837]]}"
674,2315548,2007,D51,Stabbing,2007-06-29T00:00:00,73,Moss Park (73),674,"{'type': 'MultiPoint', 'coordinates': [[-79.36597615, 43.65944077]]}"
675,2122523,2007,D42,Shooting,2007-07-04T00:00:00,131,Rouge (131),675,"{'type': 'MultiPoint', 'coordinates': [[-79.15380976, 43.79764408]]}"
676,2126683,2007,D43,Stabbing,2007-07-07T00:00:00,136,West Hill (136),676,"{'type': 'MultiPoint', 'coordinates': [[-79.1947012, 43.76201197]]}"
677,2304950,2007,D32,Shooting,2007-07-03T00:00:00,31,Yorkdale-Glen Park (31),677,"{'type': 'MultiPoint', 'coordinates': [[-79.44932805, 43.72085817]]}"
678,2043425,2007,D43,Stabbing,2007-07-17T00:00:00,137,Woburn (137),678,"{'type': 'MultiPoint', 'coordinates': [[-79.23293774, 43.77954305]]}"
679,2226971,2007,D13,Shooting,2007-07-21T00:00:00,107,Oakwood Village (107),679,"{'type': 'MultiPoint', 'coordinates': [[-79.44026354, 43.69233822]]}"
680,2162156,2007,D31,Shooting,2007-07-22T00:00:00,25,Glenfield-Jane Heights (25),680,"{'type': 'MultiPoint', 'coordinates': [[-79.50500677, 43.74012808]]}"
681,2096282,2007,D51,Shooting,2007-07-22T00:00:00,74,North St.James Town (74),681,"{'type': 'MultiPoint', 'coordinates': [[-79.37575001, 43.6696557]]}"
682,2253925,2007,D52,Shooting,2007-07-22T00:00:00,77,Waterfront Communities-The Island (77),682,"{'type': 'MultiPoint', 'coordinates': [[-79.38864414, 43.64819947]]}"
683,2314144,2007,D42,Shooting,2007-07-28T00:00:00,131,Rouge (131),683,"{'type': 'MultiPoint', 'coordinates': [[-79.21186684, 43.81843996]]}"
684,2133216,2007,D11,Other,2007-07-28T00:00:00,90,Junction Area (90),684,"{'type': 'MultiPoint', 'coordinates': [[-79.46451935, 43.66540489]]}"
685,2177286,2007,D23,Shooting,2007-07-30T00:00:00,1,West Humber-Clairville (1),685,"{'type': 'MultiPoint', 'coordinates': [[-79.59350023, 43.73377335]]}"
686,2344083,2007,D43,Stabbing,2007-07-29T00:00:00,138,Eglinton East (138),686,"{'type': 'MultiPoint', 'coordinates': [[-79.23832126, 43.73885196]]}"
687,2082431,2007,D51,Shooting,2007-08-04T00:00:00,72,Regent Park (72),687,"{'type': 'MultiPoint', 'coordinates': [[-79.3622939, 43.66297124]]}"
688,2187991,2007,D14,Stabbing,2007-08-09T00:00:00,82,Niagara (82),688,"{'type': 'MultiPoint', 'coordinates': [[-79.41121981, 43.6457475]]}"
689,2383826,2007,D53,Stabbing,2007-08-22T00:00:00,55,Thorncliffe Park (55),689,"{'type': 'MultiPoint', 'coordinates': [[-79.34658826, 43.70321193]]}"
690,2425942,2007,D22,Stabbing,2007-02-22T00:00:00,14,Islington-City Centre West (14),690,"{'type': 'MultiPoint', 'coordinates': [[-79.55565294, 43.64152153]]}"
691,2077377,2007,D11,Shooting,2007-08-26T00:00:00,121,Oakridge (121),691,"{'type': 'MultiPoint', 'coordinates': [[-79.28404001, 43.69394269]]}"
692,2421599,2007,D41,Other,2007-08-22T00:00:00,123,Cliffcrest (123),692,"{'type': 'MultiPoint', 'coordinates': [[-79.22908163, 43.72798391]]}"
693,2442324,2007,D42,Other,2007-08-31T00:00:00,129,Agincourt North (129),693,"{'type': 'MultiPoint', 'coordinates': [[-79.28336, 43.80508706]]}"
694,2265196,2007,D41,Stabbing,2007-09-11T00:00:00,126,Dorset Park (126),694,"{'type': 'MultiPoint', 'coordinates': [[-79.28140174, 43.74817775]]}"
695,2479780,2007,D13,Other,2007-09-07T00:00:00,107,Oakwood Village (107),695,"{'type': 'MultiPoint', 'coordinates': [[-79.44147728, 43.68305258]]}"
696,2426042,2007,D31,Shooting,2007-08-16T00:00:00,24,Black Creek (24),696,"{'type': 'MultiPoint', 'coordinates': [[-79.52036423, 43.76882728]]}"
697,2373579,2007,D31,Other,2007-09-11T00:00:00,113,Weston (113),697,"{'type': 'MultiPoint', 'coordinates': [[-79.5047929, 43.70664667]]}"
698,2304687,2007,D52,Shooting,2007-09-19T00:00:00,76,Bay Street Corridor (76),698,"{'type': 'MultiPoint', 'coordinates': [[-79.38207764, 43.65909609]]}"
699,2430194,2007,D33,Other,2007-09-25T00:00:00,45,Parkwoods-Donalda (45),699,"{'type': 'MultiPoint', 'coordinates': [[-79.34460872, 43.76463793]]}"
700,2373602,2007,D31,Shooting,2007-09-28T00:00:00,25,Glenfield-Jane Heights (25),700,"{'type': 'MultiPoint', 'coordinates': [[-79.51703417, 43.75485496]]}"
701,2539175,2007,D31,Stabbing,2007-10-02T00:00:00,26,Downsview-Roding-CFB (26),701,"{'type': 'MultiPoint', 'coordinates': [[-79.49073588, 43.73737227]]}"
702,2432106,2007,D12,Shooting,2007-10-06T00:00:00,111,Rockcliffe-Smythe (111),702,"{'type': 'MultiPoint', 'coordinates': [[-79.48835408, 43.67138165]]}"
703,2424127,2007,D13,Shooting,2007-10-08T00:00:00,94,Wychwood (94),703,"{'type': 'MultiPoint', 'coordinates': [[-79.43125439, 43.68052668]]}"
704,1902459,2007,D31,Shooting,2007-10-09T00:00:00,25,Glenfield-Jane Heights (25),704,"{'type': 'MultiPoint', 'coordinates': [[-79.51134996, 43.75013528]]}"
705,2421605,2007,D41,Shooting,2007-10-14T00:00:00,119,Wexford/Maryvale (119),705,"{'type': 'MultiPoint', 'coordinates': [[-79.31011238, 43.75702327]]}"
706,2538165,2007,D33,Other,2007-10-18T00:00:00,48,Hillcrest Village (48),706,"{'type': 'MultiPoint', 'coordinates': [[-79.36184545, 43.80908142]]}"
707,2371208,2007,D55,Shooting,2007-10-21T00:00:00,68,North Riverdale (68),707,"{'type': 'MultiPoint', 'coordinates': [[-79.35287062, 43.6661603]]}"
708,2404032,2007,D22,Shooting,2007-10-27T00:00:00,14,Islington-City Centre West (14),708,"{'type': 'MultiPoint', 'coordinates': [[-79.53051737, 43.6467751]]}"
709,2357094,2007,D41,Other,2007-09-01T00:00:00,120,Clairlea-Birchmount (120),709,"{'type': 'MultiPoint', 'coordinates': [[-79.2873979, 43.70793718]]}"
710,2345705,2007,D31,Stabbing,2007-11-03T00:00:00,25,Glenfield-Jane Heights (25),710,"{'type': 'MultiPoint', 'coordinates': [[-79.5156441, 43.74914839]]}"
711,2403226,2007,D51,Shooting,2007-11-06T00:00:00,73,Moss Park (73),711,"{'type': 'MultiPoint', 'coordinates': [[-79.36691319, 43.65649967]]}"
712,2528917,2007,D42,Shooting,2007-11-23T00:00:00,118,Tam O'Shanter-Sullivan (118),712,"{'type': 'MultiPoint', 'coordinates': [[-79.2993063, 43.78359438]]}"
713,2507368,2007,D42,Shooting,2007-11-23T00:00:00,132,Malvern (132),713,"{'type': 'MultiPoint', 'coordinates': [[-79.23488971, 43.79466058]]}"
714,2424731,2007,D54,Stabbing,2007-11-23T00:00:00,54,O'Connor-Parkview (54),714,"{'type': 'MultiPoint', 'coordinates': [[-79.30891403, 43.71052522]]}"
715,2345729,2007,D31,Shooting,2007-11-25T00:00:00,24,Black Creek (24),715,"{'type': 'MultiPoint', 'coordinates': [[-79.51472666, 43.76721178]]}"
716,2370103,2007,D43,Shooting,2007-11-28T00:00:00,135,Morningside (135),716,"{'type': 'MultiPoint', 'coordinates': [[-79.1953916, 43.78482868]]}"
717,2101272,2007,D42,Shooting,2007-12-02T00:00:00,132,Malvern (132),717,"{'type': 'MultiPoint', 'coordinates': [[-79.21239596, 43.81207934]]}"
718,2311686,2007,D42,Shooting,2007-12-14T00:00:00,131,Rouge (131),718,"{'type': 'MultiPoint', 'coordinates': [[-79.2109762, 43.81790576]]}"
719,2428698,2007,D51,Shooting,2007-12-23T00:00:00,72,Regent Park (72),719,"{'type': 'MultiPoint', 'coordinates': [[-79.35946503, 43.65830111]]}"
720,2446147,2007,D23,Stabbing,2007-12-25T00:00:00,2,Mount Olive-Silverstone-Jamestown (2),720,"{'type': 'MultiPoint', 'coordinates': [[-79.58705964, 43.75362093]]}"
721,3098346,2007,D43,Stabbing,2007-12-01T00:00:00,127,Bendale (127),721,"{'type': 'MultiPoint', 'coordinates': [[-79.25350865, 43.77439543]]}"
722,3654724,2007,D51,Other,2007-02-11T00:00:00,77,Waterfront Communities-The Island (77),722,"{'type': 'MultiPoint', 'coordinates': [[-79.36896015, 43.64393833]]}"
723,2586541,2008,D54,Stabbing,2008-01-01T00:00:00,54,O'Connor-Parkview (54),723,"{'type': 'MultiPoint', 'coordinates': [[-79.31696646, 43.70894517]]}"
724,2601995,2008,D51,Shooting,2008-01-12T00:00:00,76,Bay Street Corridor (76),724,"{'type': 'MultiPoint', 'coordinates': [[-79.38638506, 43.66936825]]}"
725,2532076,2008,D55,Shooting,2008-01-17T00:00:00,70,South Riverdale (70),725,"{'type': 'MultiPoint', 'coordinates': [[-79.34941789, 43.66615064]]}"
726,2605959,2008,D31,Shooting,2008-01-22T00:00:00,26,Downsview-Roding-CFB (26),726,"{'type': 'MultiPoint', 'coordinates': [[-79.50956735, 43.72489471]]}"
727,2520381,2008,D43,Shooting,2008-02-01T00:00:00,138,Eglinton East (138),727,"{'type': 'MultiPoint', 'coordinates': [[-79.24468, 43.74478793]]}"
728,1786165,2006,D42,Shooting,2006-07-12T00:00:00,131,Rouge (131),728,"{'type': 'MultiPoint', 'coordinates': [[-79.22641494, 43.82981059]]}"
729,2816710,2008,D42,Shooting,2008-07-19T00:00:00,131,Rouge (131),729,"{'type': 'MultiPoint', 'coordinates': [[-79.15273955, 43.79785667]]}"
730,4140412,2011,D41,Other,2011-10-17T00:00:00,120,Clairlea-Birchmount (120),730,"{'type': 'MultiPoint', 'coordinates': [[-79.26333028, 43.71256066]]}"
731,GO-20173043943,2017,D42,Shooting,2017-11-21T00:00:00,131,Rouge (131),731,"{'type': 'MultiPoint', 'coordinates': [[-79.20173504, 43.81334035]]}"
732,2786692,2008,D22,Shooting,2008-07-20T00:00:00,20,Alderwood (20),732,"{'type': 'MultiPoint', 'coordinates': [[-79.54594187, 43.60628928]]}"
733,3405116,2011,D14,Other,2011-10-07T00:00:00,84,Little Portugal (84),733,"{'type': 'MultiPoint', 'coordinates': [[-79.42281418, 43.64123734]]}"
734,2786692,2008,D22,Shooting,2008-07-20T00:00:00,20,Alderwood (20),734,"{'type': 'MultiPoint', 'coordinates': [[-79.54594187, 43.60628928]]}"
735,GO-20173121720,2017,D43,Shooting,2017-12-04T00:00:00,139,Scarborough Village (139),735,"{'type': 'MultiPoint', 'coordinates': [[-79.22319102, 43.74046355]]}"
736,4913786,2013,D31,Shooting,2013-02-24T00:00:00,21,Humber Summit (21),736,"{'type': 'MultiPoint', 'coordinates': [[-79.54226798, 43.76845195]]}"
737,2786692,2008,D22,Shooting,2008-07-20T00:00:00,20,Alderwood (20),737,"{'type': 'MultiPoint', 'coordinates': [[-79.54594187, 43.60628928]]}"
738,GO-20173095559,2017,D51,Other,2017-11-29T00:00:00,75,Church-Yonge Corridor (75),738,"{'type': 'MultiPoint', 'coordinates': [[-79.38137353, 43.66683138]]}"
739,5000885,2013,D32,Shooting,2013-06-16T00:00:00,51,Willowdale East (51),739,"{'type': 'MultiPoint', 'coordinates': [[-79.41076788, 43.76972877]]}"
740,2446147,2007,D23,Stabbing,2007-12-25T00:00:00,2,Mount Olive-Silverstone-Jamestown (2),740,"{'type': 'MultiPoint', 'coordinates': [[-79.58705964, 43.75362093]]}"
741,GO-20173140530,2017,D43,Other,2017-12-06T00:00:00,133,Centennial Scarborough (133),741,"{'type': 'MultiPoint', 'coordinates': [[-79.15050025, 43.77645831]]}"
