X_id,Event_Unique_Id,Occurrence_year,Division,Homicide_Type,Occurrence_Date,Hood_ID,Neighbourhood,ObjectId,geometry
1051,GO-20191492032,2019,D13,Stabbing,2019-08-07T00:00:00,94,Wychwood (94),1051,"{'type': 'MultiPoint', 'coordinates': [[-79.42766224, 43.68129997]]}"
1052,GO-20191506357,2019,D54,Shooting,2019-08-09T00:00:00,43,Victoria Village (43),1052,"{'type': 'MultiPoint', 'coordinates': [[-79.29974922, 43.7178591]]}"
1053,GO-20191558069,2019,D11,Shooting,2019-08-16T00:00:00,87,High Park-Swansea (87),1053,"{'type': 'MultiPoint', 'coordinates': [[-79.45003169, 43.64894777]]}"
1054,GO-20191595863,2019,D12,Shooting,2019-08-21T00:00:00,115,Mount Dennis (115),1054,"{'type': 'MultiPoint', 'coordinates': [[-79.5027382, 43.6920523]]}"
1055,GO-20191581564,2019,D12,Shooting,2019-08-19T00:00:00,23,Pelmo Park-Humberlea (23),1055,"{'type': 'MultiPoint', 'coordinates': [[-79.53601349, 43.71305284]]}"
1056,GO-20191619393,2019,D31,Shooting,2019-08-25T00:00:00,21,Humber Summit (21),1056,"{'type': 'MultiPoint', 'coordinates': [[-79.55801745, 43.76000003]]}"
1057,GO-20191695351,2019,D31,Other,2019-09-04T00:00:00,26,Downsview-Roding-CFB (26),1057,"{'type': 'MultiPoint', 'coordinates': [[-79.50622791, 43.72124427]]}"
1058,GO-20191683554,2019,D43,Other,2019-09-03T00:00:00,127,Bendale (127),1058,"{'type': 'MultiPoint', 'coordinates': [[-79.25152037, 43.75428255]]}"
1059,GO-2019598298,2019,D42,Other,2019-04-03T00:00:00,118,Tam O'Shanter-Sullivan (118),1059,"{'type': 'MultiPoint', 'coordinates': [[-79.29003911, 43.78725022]]}"
1060,GO-20191745744,2019,D43,Stabbing,2019-09-11T00:00:00,134,Highland Creek (134),1060,"{'type': 'MultiPoint', 'coordinates': [[-79.17470399, 43.79062861]]}"
1061,GO-20191782132,2019,D13,Shooting,2019-09-16T00:00:00,31,Yorkdale-Glen Park (31),1061,"{'type': 'MultiPoint', 'coordinates': [[-79.45314037, 43.70698317]]}"
1062,GO-20191806337,2019,D42,Shooting,2019-09-19T00:00:00,130,Milliken (130),1062,"{'type': 'MultiPoint', 'coordinates': [[-79.26036641, 43.82071496]]}"
1063,GO-20191828916,2019,D41,Other,2019-09-22T00:00:00,126,Dorset Park (126),1063,"{'type': 'MultiPoint', 'coordinates': [[-79.28637659, 43.7710755]]}"
1064,GO-20191840069,2019,D22,Shooting,2019-09-24T00:00:00,13,Etobicoke West Mall (13),1064,"{'type': 'MultiPoint', 'coordinates': [[-79.56610821, 43.65128273]]}"
1065,GO-20191843578,2019,D51,Other,2019-09-24T00:00:00,76,Bay Street Corridor (76),1065,"{'type': 'MultiPoint', 'coordinates': [[-79.38565257, 43.66756225]]}"
1066,GO-20192390677,2019,D23,Other,2019-12-11T00:00:00,1,West Humber-Clairville (1),1083,"{'type': 'MultiPoint', 'coordinates': [[-79.60269102, 43.72372827]]}"
1067,GO-20191878460,2019,D23,Shooting,2019-09-29T00:00:00,2,Mount Olive-Silverstone-Jamestown (2),1066,"{'type': 'MultiPoint', 'coordinates': [[-79.58950179, 43.75593284]]}"
1068,GO-20191894014,2019,D31,Shooting,2019-10-01T00:00:00,25,Glenfield-Jane Heights (25),1067,"{'type': 'MultiPoint', 'coordinates': [[-79.51134996, 43.75013528]]}"
1069,GO-20191894014,2019,D31,Shooting,2019-10-01T00:00:00,25,Glenfield-Jane Heights (25),1068,"{'type': 'MultiPoint', 'coordinates': [[-79.51134996, 43.75013528]]}"
1070,GO-20191901852,2019,D52,Stabbing,2019-10-02T00:00:00,76,Bay Street Corridor (76),1069,"{'type': 'MultiPoint', 'coordinates': [[-79.38476701, 43.64766165]]}"
1071,GO-20191930830,2019,D54,Other,2019-10-07T00:00:00,60,Woodbine-Lumsden (60),1070,"{'type': 'MultiPoint', 'coordinates': [[-79.3162282, 43.69822334]]}"
1072,GO-20191981086,2019,D23,Shooting,2019-10-14T00:00:00,2,Mount Olive-Silverstone-Jamestown (2),1071,"{'type': 'MultiPoint', 'coordinates': [[-79.58755582, 43.73688887]]}"
1073,GO-20192006688,2019,D33,Shooting,2019-10-17T00:00:00,48,Hillcrest Village (48),1072,"{'type': 'MultiPoint', 'coordinates': [[-79.35807772, 43.81114186]]}"
1074,GO-20192021028,2019,D11,Shooting,2019-10-19T00:00:00,87,High Park-Swansea (87),1073,"{'type': 'MultiPoint', 'coordinates': [[-79.47101519, 43.63826102]]}"
1075,GO-20192067798,2019,D53,Other,2019-10-26T00:00:00,104,Mount Pleasant West (104),1074,"{'type': 'MultiPoint', 'coordinates': [[-79.39083961, 43.69949369]]}"
1076,GO-20192106976,2019,D53,Stabbing,2019-10-31T00:00:00,95,Annex (95),1075,"{'type': 'MultiPoint', 'coordinates': [[-79.40414752, 43.66746377]]}"
1077,GO-20192131648,2019,D22,Shooting,2019-11-04T00:00:00,14,Islington-City Centre West (14),1076,"{'type': 'MultiPoint', 'coordinates': [[-79.55611632, 43.61421803]]}"
1078,GO-20192136178,2019,D54,Shooting,2019-11-05T00:00:00,61,Taylor-Massey (61),1077,"{'type': 'MultiPoint', 'coordinates': [[-79.2996563, 43.69468093]]}"
1079,GO-20192150110,2019,D12,Shooting,2019-11-07T00:00:00,113,Weston (113),1078,"{'type': 'MultiPoint', 'coordinates': [[-79.50420958, 43.70447479]]}"
1080,GO-20192212187,2019,D13,Shooting,2019-11-16T00:00:00,107,Oakwood Village (107),1079,"{'type': 'MultiPoint', 'coordinates': [[-79.44028456, 43.6914827]]}"
1081,GO-20192263515,2019,D43,Shooting,2019-11-23T00:00:00,138,Eglinton East (138),1080,"{'type': 'MultiPoint', 'coordinates': [[-79.24468, 43.74478793]]}"
1082,GO-20192361770,2019,D31,Shooting,2019-12-07T00:00:00,21,Humber Summit (21),1081,"{'type': 'MultiPoint', 'coordinates': [[-79.54266883, 43.75333712]]}"
1083,GO-20192390277,2019,D33,Shooting,2019-12-11T00:00:00,49,Bayview Woods-Steeles (49),1082,"{'type': 'MultiPoint', 'coordinates': [[-79.36908237, 43.79129462]]}"
1084,GO-20192412908,2019,D31,Shooting,2019-12-15T00:00:00,26,Downsview-Roding-CFB (26),1084,"{'type': 'MultiPoint', 'coordinates': [[-79.48248767, 43.72856336]]}"
1085,GO-20192378461,2019,D41,Stabbing,2019-12-10T00:00:00,119,Wexford/Maryvale (119),1085,"{'type': 'MultiPoint', 'coordinates': [[-79.30173229, 43.74710768]]}"
1086,GO-20192452711,2019,D12,Other,2019-12-20T00:00:00,113,Weston (113),1086,"{'type': 'MultiPoint', 'coordinates': [[-79.51127669, 43.69834448]]}"
1087,GO-20192464487,2019,D14,Other,2019-12-22T00:00:00,79,University (79),1087,"{'type': 'MultiPoint', 'coordinates': [[-79.40599871, 43.66226023]]}"
1088,GO-20192470898,2019,D14,Stabbing,2019-12-23T00:00:00,85,South Parkdale (85),1088,"{'type': 'MultiPoint', 'coordinates': [[-79.43657354, 43.63873271]]}"
1089,GO-20192465270,2019,D51,Stabbing,2019-12-22T00:00:00,73,Moss Park (73),1089,"{'type': 'MultiPoint', 'coordinates': [[-79.37099208, 43.65829436]]}"
1090,GO-20192490349,2019,D22,Shooting,2019-12-27T00:00:00,13,Etobicoke West Mall (13),1090,"{'type': 'MultiPoint', 'coordinates': [[-79.56478117, 43.63934284]]}"
1091,GO-20192503671,2019,D43,Shooting,2019-12-29T00:00:00,138,Eglinton East (138),1091,"{'type': 'MultiPoint', 'coordinates': [[-79.23969294, 43.74160962]]}"
1092,GO-20205967,2020,D51,Shooting,2020-01-01T00:00:00,72,Regent Park (72),1092,"{'type': 'MultiPoint', 'coordinates': [[-79.35864726, 43.66241529]]}"
1093,GO-20192520736,2019,D42,Shooting,2019-12-31T00:00:00,132,Malvern (132),1093,"{'type': 'MultiPoint', 'coordinates': [[-79.22671389, 43.81198024]]}"
1094,GO-20192445475,2019,D42,Stabbing,2019-12-19T00:00:00,118,Tam O'Shanter-Sullivan (118),1094,"{'type': 'MultiPoint', 'coordinates': [[-79.2993063, 43.78359438]]}"
1095,GO-202069552,2020,D43,Shooting,2020-01-11T00:00:00,135,Morningside (135),1095,"{'type': 'MultiPoint', 'coordinates': [[-79.20909342, 43.78706868]]}"
1096,GO-202082425,2020,D42,Stabbing,2020-01-13T00:00:00,118,Tam O'Shanter-Sullivan (118),1096,"{'type': 'MultiPoint', 'coordinates': [[-79.30466977, 43.78164141]]}"
1097,GO-2020135493,2020,D43,Shooting,2020-01-20T00:00:00,137,Woburn (137),1097,"{'type': 'MultiPoint', 'coordinates': [[-79.23171553, 43.77643477]]}"
1098,GO-2020136609,2020,D13,Other,2020-01-20T00:00:00,107,Oakwood Village (107),1098,"{'type': 'MultiPoint', 'coordinates': [[-79.43250705, 43.68513656]]}"
1099,GO-2020174603,2020,D43,Shooting,2020-01-25T00:00:00,139,Scarborough Village (139),1099,"{'type': 'MultiPoint', 'coordinates': [[-79.21945113, 43.73660189]]}"
1100,GO-2020219180,2020,D14,Shooting,2020-01-31T00:00:00,77,Waterfront Communities-The Island (77),1100,"{'type': 'MultiPoint', 'coordinates': [[-79.39924205, 43.63909783]]}"
1101,GO-2020219180,2020,D14,Shooting,2020-01-31T00:00:00,77,Waterfront Communities-The Island (77),1101,"{'type': 'MultiPoint', 'coordinates': [[-79.39924205, 43.63909783]]}"
1102,GO-2020249293,2020,D54,Shooting,2020-02-05T00:00:00,65,Greenwood-Coxwell (65),1102,"{'type': 'MultiPoint', 'coordinates': [[-79.33130898, 43.68170912]]}"
1103,GO-2018661938,2018,D41,Other,2018-04-08T00:00:00,119,Wexford/Maryvale (119),1103,"{'type': 'MultiPoint', 'coordinates': [[-79.30794316, 43.7443549]]}"
1104,GO-2020271347,2020,D22,Shooting,2020-02-07T00:00:00,13,Etobicoke West Mall (13),1104,"{'type': 'MultiPoint', 'coordinates': [[-79.57241116, 43.65116281]]}"
1105,GO-2020372105,2020,D42,Other,2020-02-21T00:00:00,128,Agincourt South-Malvern West (128),1105,"{'type': 'MultiPoint', 'coordinates': [[-79.24844472, 43.79184684]]}"
1106,GO-2020390671,2020,D32,Stabbing,2020-02-24T00:00:00,26,Downsview-Roding-CFB (26),1106,"{'type': 'MultiPoint', 'coordinates': [[-79.45859957, 43.73092317]]}"
1107,GO-2020524758,2020,D42,Shooting,2020-03-13T00:00:00,128,Agincourt South-Malvern West (128),1107,"{'type': 'MultiPoint', 'coordinates': [[-79.2703796, 43.7855734]]}"
1108,GO-2020538385,2020,D13,Stabbing,2020-03-15T00:00:00,107,Oakwood Village (107),1108,"{'type': 'MultiPoint', 'coordinates': [[-79.44764573, 43.69625936]]}"
1109,GO-2020562795,2020,D41,Shooting,2020-03-18T00:00:00,120,Clairlea-Birchmount (120),1109,"{'type': 'MultiPoint', 'coordinates': [[-79.28874946, 43.72068578]]}"
1110,GO-2020580138,2020,D51,Shooting,2020-03-21T00:00:00,76,Bay Street Corridor (76),1110,"{'type': 'MultiPoint', 'coordinates': [[-79.38063454, 43.65577409]]}"
1111,GO-2020530236,2020,D12,Other,2020-03-11T00:00:00,115,Mount Dennis (115),1111,"{'type': 'MultiPoint', 'coordinates': [[-79.48949415, 43.68699443]]}"
1112,GO-2020665733,2020,D42,Other,2020-04-05T00:00:00,117,L'Amoreaux (117),1112,"{'type': 'MultiPoint', 'coordinates': [[-79.31929202, 43.79699447]]}"
1113,GO-2020668167,2020,D53,Shooting,2020-04-05T00:00:00,55,Thorncliffe Park (55),1113,"{'type': 'MultiPoint', 'coordinates': [[-79.35162719, 43.70328132]]}"
1114,GO-2020686647,2020,D13,Shooting,2020-04-08T00:00:00,94,Wychwood (94),1114,"{'type': 'MultiPoint', 'coordinates': [[-79.43246523, 43.68027632]]}"
1115,GO-2020648505,2020,D43,Other,2020-04-05T00:00:00,137,Woburn (137),1115,"{'type': 'MultiPoint', 'coordinates': [[-79.23293774, 43.77954305]]}"
1116,GO-2020717283,2020,D33,Other,2020-04-14T00:00:00,52,Bayview Village (52),1116,"{'type': 'MultiPoint', 'coordinates': [[-79.37726601, 43.77240499]]}"
1117,GO-2020762187,2020,D22,Other,2020-04-21T00:00:00,17,Mimico (includes Humber Bay Shores) (17),1117,"{'type': 'MultiPoint', 'coordinates': [[-79.50007787, 43.61724892]]}"
1118,GO-2020790951,2020,D31,Shooting,2020-04-26T00:00:00,25,Glenfield-Jane Heights (25),1118,"{'type': 'MultiPoint', 'coordinates': [[-79.50684467, 43.74032482]]}"
1119,GO-20192385631,2019,D43,Other,2019-12-11T00:00:00,123,Cliffcrest (123),1119,"{'type': 'MultiPoint', 'coordinates': [[-79.23371656, 43.71704024]]}"
1120,GO-2020828038,2020,D41,Shooting,2020-05-02T00:00:00,119,Wexford/Maryvale (119),1120,"{'type': 'MultiPoint', 'coordinates': [[-79.29969685, 43.74754519]]}"
1121,GO-2020893378,2020,D53,Other,2020-05-14T00:00:00,104,Mount Pleasant West (104),1121,"{'type': 'MultiPoint', 'coordinates': [[-79.3904349, 43.69860218]]}"
1122,GO-2020898005,2020,D23,Shooting,2020-05-14T00:00:00,2,Mount Olive-Silverstone-Jamestown (2),1122,"{'type': 'MultiPoint', 'coordinates': [[-79.58376752, 43.7468156]]}"
1123,GO-2020915335,2020,D42,Shooting,2020-05-17T00:00:00,46,Pleasant View (46),1123,"{'type': 'MultiPoint', 'coordinates': [[-79.32412896, 43.77774265]]}"
1124,GO-2020909524,2020,D41,Other,2020-05-19T00:00:00,138,Eglinton East (138),1124,"{'type': 'MultiPoint', 'coordinates': [[-79.25572443, 43.74002464]]}"
1125,GO-2020971451,2020,D52,Shooting,2020-05-26T00:00:00,77,Waterfront Communities-The Island (77),1125,"{'type': 'MultiPoint', 'coordinates': [[-79.39202118, 43.64537211]]}"
1126,GO-2020993900,2020,D23,Shooting,2020-05-30T00:00:00,1,West Humber-Clairville (1),1126,"{'type': 'MultiPoint', 'coordinates': [[-79.59278328, 43.73908012]]}"
1127,GO-20201063476,2020,D53,Shooting,2020-06-09T00:00:00,55,Thorncliffe Park (55),1127,"{'type': 'MultiPoint', 'coordinates': [[-79.3509504, 43.7135987]]}"
1128,GO-20201127664,2020,D13,Shooting,2020-06-19T00:00:00,92,Corso Italia-Davenport (92),1128,"{'type': 'MultiPoint', 'coordinates': [[-79.44859736, 43.67673399]]}"
1129,GO-20201173382,2020,D51,Stabbing,2020-06-25T00:00:00,71,Cabbagetown-South St.James Town (71),1129,"{'type': 'MultiPoint', 'coordinates': [[-79.37216821, 43.66763473]]}"
1130,GO-20201233592,2020,D42,Shooting,2020-07-04T00:00:00,117,L'Amoreaux (117),1130,"{'type': 'MultiPoint', 'coordinates': [[-79.33308972, 43.79817569]]}"
1131,GO-20201281439,2020,D12,Shooting,2020-07-10T00:00:00,111,Rockcliffe-Smythe (111),1131,"{'type': 'MultiPoint', 'coordinates': [[-79.49371753, 43.67167327]]}"
1132,GO-20201278229,2020,D43,Shooting,2020-07-10T00:00:00,127,Bendale (127),1132,"{'type': 'MultiPoint', 'coordinates': [[-79.25417421, 43.77664804]]}"
1133,GO-20201267365,2020,D51,Other,2020-07-09T00:00:00,73,Moss Park (73),1133,"{'type': 'MultiPoint', 'coordinates': [[-79.3723499, 43.65817021]]}"
1134,GO-20201466110,2020,D54,Other,2020-08-03T00:00:00,59,Danforth East York (59),1134,"{'type': 'MultiPoint', 'coordinates': [[-79.33462869, 43.68688414]]}"
1135,GO-20201486174,2020,D14,Stabbing,2020-08-09T00:00:00,81,Trinity-Bellwoods (81),1135,"{'type': 'MultiPoint', 'coordinates': [[-79.42104914, 43.65018001]]}"
1136,GO-20201506702,2020,D43,Shooting,2020-08-12T00:00:00,138,Eglinton East (138),1136,"{'type': 'MultiPoint', 'coordinates': [[-79.24476022, 43.74416792]]}"
1137,GO-20201505493,2020,D14,Stabbing,2020-08-11T00:00:00,82,Niagara (82),1137,"{'type': 'MultiPoint', 'coordinates': [[-79.41546856, 43.64271687]]}"
1138,GO-20201568363,2020,D32,Shooting,2020-08-20T00:00:00,51,Willowdale East (51),1138,"{'type': 'MultiPoint', 'coordinates': [[-79.40850721, 43.75760637]]}"
1139,GO-20201607604,2020,D51,Stabbing,2020-08-26T00:00:00,73,Moss Park (73),1139,"{'type': 'MultiPoint', 'coordinates': [[-79.37099208, 43.65829436]]}"
1140,GO-20201583370,2020,D43,Stabbing,2020-08-22T00:00:00,136,West Hill (136),1140,"{'type': 'MultiPoint', 'coordinates': [[-79.18618517, 43.76840677]]}"
1141,GO-20201583370,2020,D43,Stabbing,2020-08-22T00:00:00,136,West Hill (136),1141,"{'type': 'MultiPoint', 'coordinates': [[-79.18618517, 43.76840677]]}"
1142,GO-20201655784,2020,D31,Shooting,2020-09-02T00:00:00,27,York University Heights (27),1142,"{'type': 'MultiPoint', 'coordinates': [[-79.4896086, 43.75117849]]}"
1143,GO-20201691332,2020,D23,Stabbing,2020-09-07T00:00:00,1,West Humber-Clairville (1),1143,"{'type': 'MultiPoint', 'coordinates': [[-79.58460338, 43.72786961]]}"
1144,GO-20201713867,2020,D11,Shooting,2020-09-10T00:00:00,111,Rockcliffe-Smythe (111),1144,"{'type': 'MultiPoint', 'coordinates': [[-79.48564049, 43.66850215]]}"
1145,GO-20201730504,2020,D23,Stabbing,2020-09-12T00:00:00,1,West Humber-Clairville (1),1145,"{'type': 'MultiPoint', 'coordinates': [[-79.55965099, 43.71332026]]}"
1146,GO-20201728164,2020,D12,Stabbing,2020-09-12T00:00:00,113,Weston (113),1146,"{'type': 'MultiPoint', 'coordinates': [[-79.52282059, 43.7043681]]}"
1147,GO-20201728164,2020,D12,Stabbing,2020-09-12T00:00:00,113,Weston (113),1147,"{'type': 'MultiPoint', 'coordinates': [[-79.52282059, 43.7043681]]}"
1148,GO-20201786596,2020,D42,Shooting,2020-09-20T00:00:00,132,Malvern (132),1148,"{'type': 'MultiPoint', 'coordinates': [[-79.20309877, 43.80316244]]}"
1149,GO-20201816857,2020,D31,Shooting,2020-09-24T00:00:00,24,Black Creek (24),1149,"{'type': 'MultiPoint', 'coordinates': [[-79.52249371, 43.76748998]]}"
1150,GO-20201838399,2020,D23,Shooting,2020-09-27T00:00:00,2,Mount Olive-Silverstone-Jamestown (2),1150,"{'type': 'MultiPoint', 'coordinates': [[-79.58812551, 43.74631642]]}"
1151,GO-20201863629,2020,D12,Shooting,2020-10-01T00:00:00,113,Weston (113),1151,"{'type': 'MultiPoint', 'coordinates': [[-79.50691103, 43.7045662]]}"
1152,GO-20201876749,2020,D31,Shooting,2020-10-03T00:00:00,26,Downsview-Roding-CFB (26),1152,"{'type': 'MultiPoint', 'coordinates': [[-79.49073588, 43.73737227]]}"
1153,GO-20201908230,2020,D32,Shooting,2020-10-07T00:00:00,32,Englemount-Lawrence (32),1153,"{'type': 'MultiPoint', 'coordinates': [[-79.43342311, 43.72748092]]}"
1154,GO-20201989086,2020,D33,Other,2020-09-28T00:00:00,47,Don Valley Village (47),1154,"{'type': 'MultiPoint', 'coordinates': [[-79.35469483, 43.79266025]]}"
1155,GO-20202026517,2020,D41,Shooting,2020-10-25T00:00:00,121,Oakridge (121),1155,"{'type': 'MultiPoint', 'coordinates': [[-79.2853427, 43.69063669]]}"
1156,GO-20201838773,2020,D31,Shooting,2020-09-27T00:00:00,24,Black Creek (24),1156,"{'type': 'MultiPoint', 'coordinates': [[-79.51872198, 43.76916389]]}"
1157,GO-20202114189,2020,D31,Shooting,2020-11-07T00:00:00,24,Black Creek (24),1157,"{'type': 'MultiPoint', 'coordinates': [[-79.51692512, 43.76197135]]}"
1158,GO-20202177333,2020,D43,Stabbing,2020-11-16T00:00:00,131,Rouge (131),1158,"{'type': 'MultiPoint', 'coordinates': [[-79.13740843, 43.79212459]]}"
1159,GO-20202188906,2020,D14,Stabbing,2020-11-18T00:00:00,80,Palmerston-Little Italy (80),1159,"{'type': 'MultiPoint', 'coordinates': [[-79.42439359, 43.66225003]]}"
1160,GO-20202213650,2020,D33,Stabbing,2020-11-22T00:00:00,45,Parkwoods-Donalda (45),1160,"{'type': 'MultiPoint', 'coordinates': [[-79.31559263, 43.75091557]]}"
1161,GO-20202271563,2020,D13,Shooting,2020-12-02T00:00:00,31,Yorkdale-Glen Park (31),1161,"{'type': 'MultiPoint', 'coordinates': [[-79.45335758, 43.70790796]]}"
1162,GO-20202295266,2020,D14,Other,2020-12-06T00:00:00,83,Dufferin Grove (83),1162,"{'type': 'MultiPoint', 'coordinates': [[-79.43532635, 43.65988369]]}"
1163,GO-2020982844,2020,D52,Other,2020-12-08T00:00:00,81,Trinity-Bellwoods (81),1163,"{'type': 'MultiPoint', 'coordinates': [[-79.4059829, 43.65231108]]}"
1164,GO-20202279344,2020,D55,Stabbing,2020-12-08T00:00:00,65,Greenwood-Coxwell (65),1164,"{'type': 'MultiPoint', 'coordinates': [[-79.32210676, 43.67982498]]}"
1165,GO-20202381546,2020,D53,Other,2020-12-18T00:00:00,104,Mount Pleasant West (104),1165,"{'type': 'MultiPoint', 'coordinates': [[-79.39146025, 43.70813555]]}"
1166,GO-20202400901,2020,D33,Stabbing,2020-12-21T00:00:00,47,Don Valley Village (47),1166,"{'type': 'MultiPoint', 'coordinates': [[-79.35645559, 43.78160432]]}"
